id,A change op,B change op,C change op,D change op,Target graph layers,State graph layers,Schedule stages,Schedule duration,Schedule trans. red. duration,Check NOT UNSTABLE result,Check NOT UNSTABLE duration,Check global STABLE result,Check global STABLE duration,Check deps STABLE result,Check deps STABLE duration,Check Static #Estables,Check Static duration,
8379,CREATE_DELETE,UPDATE,DELETE_CREATE,CREATE_DELETE,[A -> B -> C -> D],[A -> B -> C -> D],[1; 1; 1; 1; 1; 1; 1],0.004,0,TRUE,0.028,TRUE,0.023,0,0.044,0,0,
8634,CREATE_DELETE,UPDATE,DELETE_CREATE,CREATE_DELETE,[A -> B|C|D],[A -> B|C|D],[3; 1; 1; 2],0,0,TRUE,0.427,TRUE,0.425,0,0.771,0,0,
8889,CREATE_DELETE,UPDATE,DELETE_CREATE,CREATE_DELETE,[A -> C -> B|D],[A -> C -> B|D],[2; 1; 1; 1; 1; 1],0,0,TRUE,0.081,TRUE,0.084,0,0.149,0,0,
9144,CREATE_DELETE,UPDATE,DELETE_CREATE,CREATE_DELETE,[A -> B -> C|D],[A -> B -> C|D],[2; 1; 1; 1; 2],0.004,0,TRUE,0.116,TRUE,0.11,0,0.208,0,0,
9399,CREATE_DELETE,UPDATE,DELETE_CREATE,CREATE_DELETE,[A -> B|C -> D],[A -> B|C -> D],[1; 2; 1; 1; 1; 1],0.004,0,TRUE,0.05,TRUE,0.05,0,0.095,0,0,
9654,CREATE_DELETE,UPDATE,DELETE_CREATE,CREATE_DELETE,[A -> B -> C|D],[A -> B -> C|D],[2; 1; 1; 1; 2],0,0,TRUE,0.114,TRUE,0.109,0,0.207,0,0,
984,CREATE_DELETE,UPDATE,DELETE_CREATE,CREATE_DELETE,[A|B -> C|D],[A|B -> C|D],[2; 2; 2; 1],0,0,TRUE,1.798,FALSE,0.025,1,2.31,1,0,
9909,CREATE_DELETE,UPDATE,DELETE_CREATE,CREATE_DELETE,[A -> B -> C -> D],[A -> B -> C -> D],[1; 1; 1; 1; 1; 1; 1],0.004,0,TRUE,0.027,TRUE,0.027,0,0.045,0,0,
10163,CREATE_DELETE,UPDATE,DELETE_CREATE,DELETE_CREATE,[A -> B -> C|D],[A -> B -> C|D],[2; 1; 1; 1; 2],0,0,TRUE,0.073,TRUE,0.064,0,0.142,0,0,
10418,CREATE_DELETE,UPDATE,DELETE_CREATE,DELETE_CREATE,[A -> B -> C -> D],[A -> B -> C -> D],[1; 1; 1; 1; 1; 1; 1],0.004,0,TRUE,0.025,TRUE,0.028,0,0.046,0,0,
1238,CREATE_DELETE,UPDATE,DELETE_CREATE,DELETE_CREATE,[B -> A|C -> D],[B -> A|C -> D],[2; 2; 2; 1],0,0,TRUE,1.942,FALSE,0.029,1,3.295,1,0,
1493,CREATE_DELETE,UPDATE,DELETE_CREATE,DELETE_CREATE,[A|B -> C|D],[A|B -> C|D],[2; 2; 2; 1],0,0,TRUE,1.274,FALSE,0.024,1,1.011,1,0,
1748,CREATE_DELETE,UPDATE,DELETE_CREATE,DELETE_CREATE,[A -> B|C -> D],[A -> B|C -> D],[1; 2; 1; 1; 1; 1],0.004,0,TRUE,0.099,TRUE,0.1,0,0.188,0,0,
2003,CREATE_DELETE,UPDATE,DELETE_CREATE,DELETE_CREATE,[A|B -> C -> D],[A|B -> C -> D],[1; 1; 2; 1; 1; 1],0,0,TRUE,0.069,TRUE,0.069,0,0.147,0,0,
218,CREATE_DELETE,UPDATE,DELETE_CREATE,DELETE_CREATE,[A|B|C -> D],[A|B|C -> D],[2; 3; 1; 1],0,0,TRUE,11.895,TRUE,12.167,0,24.849,0,0,
2258,CREATE_DELETE,UPDATE,DELETE_CREATE,DELETE_CREATE,[A|B -> C|D],[A|B -> C|D],[2; 2; 2; 1],0.004,0,TRUE,1.753,FALSE,0.023,1,2.396,1,0,
2513,CREATE_DELETE,UPDATE,DELETE_CREATE,DELETE_CREATE,[A|B -> C -> D],[A|B -> C -> D],[1; 1; 2; 1; 1; 1],0,0,TRUE,0.083,TRUE,0.08,0,0.178,0,0,
2768,CREATE_DELETE,UPDATE,DELETE_CREATE,DELETE_CREATE,[A|B -> C|D],[A|B -> C|D],[2; 2; 1; 2],0,0,TRUE,0.939,TRUE,0.917,0,1.688,0,0,
3023,CREATE_DELETE,UPDATE,DELETE_CREATE,DELETE_CREATE,[A -> B|C -> D],[A -> B|C -> D],[1; 2; 1; 1; 1; 1],0,0,TRUE,0.122,TRUE,0.122,0,0.223,0,0,
3278,CREATE_DELETE,UPDATE,DELETE_CREATE,DELETE_CREATE,[A|B -> C|D],[A|B -> C|D],[2; 2; 1; 2],0.004,0,TRUE,0.936,TRUE,0.922,0,1.715,0,0,
3533,CREATE_DELETE,UPDATE,DELETE_CREATE,DELETE_CREATE,[A|B -> C -> D],[A|B -> C -> D],[1; 1; 2; 1; 1; 1],0,0,TRUE,0.082,TRUE,0.084,0,0.17,0,0,
3788,CREATE_DELETE,UPDATE,DELETE_CREATE,DELETE_CREATE,[A|B -> C|D],[A|B -> C|D],[2; 2; 1; 2],0,0.004,TRUE,1.132,TRUE,1.107,0,2.357,0,0,
4043,CREATE_DELETE,UPDATE,DELETE_CREATE,DELETE_CREATE,[A|B -> C -> D],[A|B -> C -> D],[1; 1; 2; 1; 1; 1],0.004,0,TRUE,0.1,TRUE,0.1,0,0.202,0,0,
4298,CREATE_DELETE,UPDATE,DELETE_CREATE,DELETE_CREATE,[A|C -> B|D],[A|C -> B|D],[2; 2; 2; 1],0.004,0,TRUE,1.112,TRUE,1.083,0,1.762,0,0,
4553,CREATE_DELETE,UPDATE,DELETE_CREATE,DELETE_CREATE,[A -> B|C -> D],[A -> B|C -> D],[2; 2; 1; 1; 1],0,0,TRUE,0.66,TRUE,0.662,0,1.51,0,0,
473,CREATE_DELETE,UPDATE,DELETE_CREATE,DELETE_CREATE,[A|B -> C|D],[A|B -> C|D],[2; 2; 2; 1],0,0,TRUE,1.276,FALSE,0.025,1,1.003,1,0,
4808,CREATE_DELETE,UPDATE,DELETE_CREATE,DELETE_CREATE,[A -> B -> C -> D],[A -> B -> C -> D],[1; 1; 1; 1; 1; 1; 1],0.004,0,TRUE,0.025,TRUE,0.026,0,0.041,0,0,
5063,CREATE_DELETE,UPDATE,DELETE_CREATE,DELETE_CREATE,[A -> B -> C|D],[A -> B -> C|D],[2; 1; 1; 1; 2],0,0,TRUE,0.054,TRUE,0.054,0,0.109,0,0,
5318,CREATE_DELETE,UPDATE,DELETE_CREATE,DELETE_CREATE,[A -> B -> C -> D],[A -> B -> C -> D],[1; 1; 1; 1; 1; 1; 1],0,0,TRUE,0.028,TRUE,0.026,0,0.043,0,0,
5573,CREATE_DELETE,UPDATE,DELETE_CREATE,DELETE_CREATE,[A|C -> B|D],[A|C -> B|D],[3; 2; 1; 1],0,0,TRUE,3.414,TRUE,3.351,0,6.308,0,0,
5828,CREATE_DELETE,UPDATE,DELETE_CREATE,DELETE_CREATE,[A -> B|C -> D],[A -> B|C -> D],[2; 2; 1; 1; 1],0,0,TRUE,0.871,TRUE,0.83,0,1.779,0,0,
6083,CREATE_DELETE,UPDATE,DELETE_CREATE,DELETE_CREATE,[A -> B -> C|D],[A -> B -> C|D],[2; 1; 1; 1; 2],0,0.004,TRUE,0.091,TRUE,0.092,0,0.185,0,0,
6338,CREATE_DELETE,UPDATE,DELETE_CREATE,DELETE_CREATE,[A -> B -> C -> D],[A -> B -> C -> D],[1; 1; 1; 1; 1; 1; 1],0,0,TRUE,0.026,TRUE,0.026,0,0.041,0,0,
6593,CREATE_DELETE,UPDATE,DELETE_CREATE,DELETE_CREATE,[A -> B -> C|D],[A -> B -> C|D],[2; 1; 1; 1; 2],0,0.004,TRUE,0.062,TRUE,0.062,0,0.121,0,0,
6848,CREATE_DELETE,UPDATE,DELETE_CREATE,DELETE_CREATE,[A -> B -> C -> D],[A -> B -> C -> D],[1; 1; 1; 1; 1; 1; 1],0,0.004,TRUE,0.027,TRUE,0.027,0,0.043,0,0,
7103,CREATE_DELETE,UPDATE,DELETE_CREATE,DELETE_CREATE,[A -> C -> B|D],[A -> C -> B|D],[2; 1; 1; 1; 1; 1],0,0,TRUE,0.07,TRUE,0.071,0,0.132,0,0,
728,CREATE_DELETE,UPDATE,DELETE_CREATE,DELETE_CREATE,[B -> A|C -> D],[B -> A|C -> D],[2; 2; 2; 1],0,0,TRUE,1.555,FALSE,0.025,1,2.604,1,0,
7358,CREATE_DELETE,UPDATE,DELETE_CREATE,DELETE_CREATE,[A -> B -> C|D],[A -> B -> C|D],[2; 1; 1; 1; 2],0.004,0,TRUE,0.091,TRUE,0.092,0,0.182,0,0,
7613,CREATE_DELETE,UPDATE,DELETE_CREATE,DELETE_CREATE,[A -> B|C -> D],[A -> B|C -> D],[1; 2; 1; 1; 1; 1],0,0,TRUE,0.047,TRUE,0.046,0,0.083,0,0,
7868,CREATE_DELETE,UPDATE,DELETE_CREATE,DELETE_CREATE,[A -> B -> C -> D],[A -> B -> C -> D],[1; 1; 1; 1; 1; 1; 1],0,0,TRUE,0.026,TRUE,0.026,0,0.04,0,0,
8123,CREATE_DELETE,UPDATE,DELETE_CREATE,DELETE_CREATE,[A -> B -> C|D],[A -> B -> C|D],[2; 1; 1; 1; 2],0.004,0,TRUE,0.063,TRUE,0.062,0,0.124,0,0,
8378,CREATE_DELETE,UPDATE,DELETE_CREATE,DELETE_CREATE,[A -> B -> C -> D],[A -> B -> C -> D],[1; 1; 1; 1; 1; 1; 1],0,0,TRUE,0.029,TRUE,0.028,0,0.043,0,0,
8633,CREATE_DELETE,UPDATE,DELETE_CREATE,DELETE_CREATE,[A -> B|C|D],[A -> B|C|D],[3; 1; 1; 2],0,0,TRUE,0.434,TRUE,0.421,0,0.773,0,0,
8888,CREATE_DELETE,UPDATE,DELETE_CREATE,DELETE_CREATE,[A -> C -> B|D],[A -> C -> B|D],[2; 1; 1; 1; 1; 1],0,0,TRUE,0.075,TRUE,0.08,0,0.15,0,0,
9143,CREATE_DELETE,UPDATE,DELETE_CREATE,DELETE_CREATE,[A -> B -> C|D],[A -> B -> C|D],[2; 1; 1; 1; 2],0,0,TRUE,0.109,TRUE,0.111,0,0.214,0,0,
9398,CREATE_DELETE,UPDATE,DELETE_CREATE,DELETE_CREATE,[A -> B|C -> D],[A -> B|C -> D],[1; 2; 1; 1; 1; 1],0.004,0,TRUE,0.052,TRUE,0.05,0,0.094,0,0,
9653,CREATE_DELETE,UPDATE,DELETE_CREATE,DELETE_CREATE,[A -> B -> C|D],[A -> B -> C|D],[2; 1; 1; 1; 2],0,0,TRUE,0.113,TRUE,0.113,0,0.213,0,0,
983,CREATE_DELETE,UPDATE,DELETE_CREATE,DELETE_CREATE,[A|B -> C|D],[A|B -> C|D],[2; 2; 2; 1],0,0,TRUE,1.791,FALSE,0.024,1,2.387,1,0,
9908,CREATE_DELETE,UPDATE,DELETE_CREATE,DELETE_CREATE,[A -> B -> C -> D],[A -> B -> C -> D],[1; 1; 1; 1; 1; 1; 1],0,0,TRUE,0.027,TRUE,0.026,0,0.043,0,0,
10161,CREATE_DELETE,UPDATE,DELETE_CREATE,NOOP,[A -> B -> C|D],[A -> B -> C|D],[1; 1; 1; 1; 1],0.004,0,TRUE,0.024,TRUE,0.024,0,0.028,0,0,
10416,CREATE_DELETE,UPDATE,DELETE_CREATE,NOOP,[A -> B -> C -> D],[A -> B -> C -> D],[1; 1; 1; 1; 1],0,0,TRUE,0.026,TRUE,0.026,0,0.038,0,0,
1236,CREATE_DELETE,UPDATE,DELETE_CREATE,NOOP,[B -> A|C -> D],[B -> A|C -> D],[2; 2; 1],0.004,0,TRUE,0.193,FALSE,0.025,1,0.318,1,0,
1491,CREATE_DELETE,UPDATE,DELETE_CREATE,NOOP,[A|B -> C|D],[A|B -> C|D],[2; 1; 1; 1],0,0,TRUE,0.045,TRUE,0.046,0,0.062,0,0,
1746,CREATE_DELETE,UPDATE,DELETE_CREATE,NOOP,[A -> B|C -> D],[A -> B|C -> D],[2; 1; 1; 1],0,0,TRUE,0.07,TRUE,0.07,0,0.129,0,0,
2001,CREATE_DELETE,UPDATE,DELETE_CREATE,NOOP,[A|B -> C -> D],[A|B -> C -> D],[1; 2; 1; 1],0,0,TRUE,0.051,TRUE,0.05,0,0.094,0,0,
216,CREATE_DELETE,UPDATE,DELETE_CREATE,NOOP,[A|B|C -> D],[A|B|C -> D],[3; 2],0,0,TRUE,1.449,TRUE,1.47,0,2.92,0,0,
2256,CREATE_DELETE,UPDATE,DELETE_CREATE,NOOP,[A|B -> C|D],[A|B -> C|D],[1; 2; 1; 1],0,0,TRUE,0.041,TRUE,0.041,0,0.058,0,0,
2511,CREATE_DELETE,UPDATE,DELETE_CREATE,NOOP,[A|B -> C -> D],[A|B -> C -> D],[1; 2; 1; 1],0,0,TRUE,0.06,TRUE,0.057,0,0.111,0,0,
2766,CREATE_DELETE,UPDATE,DELETE_CREATE,NOOP,[A|B -> C|D],[A|B -> C|D],[2; 1; 1; 1],0,0,TRUE,0.059,TRUE,0.059,0,0.097,0,0,
3021,CREATE_DELETE,UPDATE,DELETE_CREATE,NOOP,[A -> B|C -> D],[A -> B|C -> D],[2; 1; 1; 1],0,0,TRUE,0.086,TRUE,0.084,0,0.149,0,0,
3276,CREATE_DELETE,UPDATE,DELETE_CREATE,NOOP,[A|B -> C|D],[A|B -> C|D],[1; 2; 1; 1],0,0.004,TRUE,0.041,TRUE,0.041,0,0.058,0,0,
3531,CREATE_DELETE,UPDATE,DELETE_CREATE,NOOP,[A|B -> C -> D],[A|B -> C -> D],[1; 2; 1; 1],0,0,TRUE,0.058,TRUE,0.056,0,0.112,0,0,
3786,CREATE_DELETE,UPDATE,DELETE_CREATE,NOOP,[A|B -> C|D],[A|B -> C|D],[1; 2; 1; 1],0,0,TRUE,0.055,TRUE,0.051,0,0.084,0,0,
4041,CREATE_DELETE,UPDATE,DELETE_CREATE,NOOP,[A|B -> C -> D],[A|B -> C -> D],[1; 2; 1; 1],0,0,TRUE,0.068,TRUE,0.069,0,0.13,0,0,
4296,CREATE_DELETE,UPDATE,DELETE_CREATE,NOOP,[A|C -> B|D],[A|C -> B|D],[2; 2; 1],0,0,TRUE,0.101,TRUE,0.102,0,0.153,0,0,
4551,CREATE_DELETE,UPDATE,DELETE_CREATE,NOOP,[A -> B|C -> D],[A -> B|C -> D],[2; 2; 1],0,0,TRUE,0.154,TRUE,0.161,0,0.331,0,0,
471,CREATE_DELETE,UPDATE,DELETE_CREATE,NOOP,[A|B -> C|D],[A|B -> C|D],[2; 2; 1],0,0,TRUE,0.108,FALSE,0.022,1,0.09,1,0,
4806,CREATE_DELETE,UPDATE,DELETE_CREATE,NOOP,[A -> B -> C -> D],[A -> B -> C -> D],[1; 1; 1; 1; 1],0,0,TRUE,0.024,TRUE,0.024,0,0.033,0,0,
5061,CREATE_DELETE,UPDATE,DELETE_CREATE,NOOP,[A -> B -> C|D],[A -> B -> C|D],[1; 1; 1; 1; 1],0,0,TRUE,0.023,TRUE,0.023,0,0.029,0,0,
5316,CREATE_DELETE,UPDATE,DELETE_CREATE,NOOP,[A -> B -> C -> D],[A -> B -> C -> D],[1; 1; 1; 1; 1],0,0,TRUE,0.025,TRUE,0.025,0,0.04,0,0,
5571,CREATE_DELETE,UPDATE,DELETE_CREATE,NOOP,[A|C -> B|D],[A|C -> B|D],[2; 2; 1],0.004,0,TRUE,0.154,TRUE,0.159,0,0.279,0,0,
5826,CREATE_DELETE,UPDATE,DELETE_CREATE,NOOP,[A -> B|C -> D],[A -> B|C -> D],[2; 2; 1],0,0,TRUE,0.202,TRUE,0.204,0,0.417,0,0,
6081,CREATE_DELETE,UPDATE,DELETE_CREATE,NOOP,[A -> B -> C|D],[A -> B -> C|D],[1; 1; 1; 1; 1],0,0,TRUE,0.023,TRUE,0.022,0,0.028,0,0,
6336,CREATE_DELETE,UPDATE,DELETE_CREATE,NOOP,[A -> B -> C -> D],[A -> B -> C -> D],[1; 1; 1; 1; 1],0.004,0,TRUE,0.024,TRUE,0.025,0,0.034,0,0,
6591,CREATE_DELETE,UPDATE,DELETE_CREATE,NOOP,[A -> B -> C|D],[A -> B -> C|D],[1; 1; 1; 1; 1],0,0,TRUE,0.024,TRUE,0.023,0,0.03,0,0,
6846,CREATE_DELETE,UPDATE,DELETE_CREATE,NOOP,[A -> B -> C -> D],[A -> B -> C -> D],[1; 1; 1; 1; 1],0.004,0,TRUE,0.025,TRUE,0.025,0,0.037,0,0,
7101,CREATE_DELETE,UPDATE,DELETE_CREATE,NOOP,[A -> C -> B|D],[A -> C -> B|D],[2; 1; 1; 1],0.004,0,TRUE,0.034,TRUE,0.035,0,0.053,0,0,
726,CREATE_DELETE,UPDATE,DELETE_CREATE,NOOP,[B -> A|C -> D],[B -> A|C -> D],[2; 2; 1],0,0,TRUE,0.16,FALSE,0.022,1,0.277,1,0,
7356,CREATE_DELETE,UPDATE,DELETE_CREATE,NOOP,[A -> B -> C|D],[A -> B -> C|D],[2; 1; 1; 1],0,0,TRUE,0.033,TRUE,0.03,0,0.052,0,0,
7611,CREATE_DELETE,UPDATE,DELETE_CREATE,NOOP,[A -> B|C -> D],[A -> B|C -> D],[2; 1; 1; 1],0,0,TRUE,0.04,TRUE,0.04,0,0.068,0,0,
7866,CREATE_DELETE,UPDATE,DELETE_CREATE,NOOP,[A -> B -> C -> D],[A -> B -> C -> D],[1; 1; 1; 1; 1],0.004,0,TRUE,0.025,TRUE,0.024,0,0.035,0,0,
8121,CREATE_DELETE,UPDATE,DELETE_CREATE,NOOP,[A -> B -> C|D],[A -> B -> C|D],[1; 1; 1; 1; 1],0,0,TRUE,0.024,TRUE,0.023,0,0.031,0,0,
8376,CREATE_DELETE,UPDATE,DELETE_CREATE,NOOP,[A -> B -> C -> D],[A -> B -> C -> D],[1; 1; 1; 1; 1],0,0,TRUE,0.025,TRUE,0.026,0,0.038,0,0,
8631,CREATE_DELETE,UPDATE,DELETE_CREATE,NOOP,[A -> B|C|D],[A -> B|C|D],[2; 1; 1; 1],0,0,TRUE,0.031,TRUE,0.032,0,0.044,0,0,
8886,CREATE_DELETE,UPDATE,DELETE_CREATE,NOOP,[A -> C -> B|D],[A -> C -> B|D],[2; 1; 1; 1],0,0,TRUE,0.038,TRUE,0.035,0,0.062,0,0,
9141,CREATE_DELETE,UPDATE,DELETE_CREATE,NOOP,[A -> B -> C|D],[A -> B -> C|D],[2; 1; 1; 1],0,0,TRUE,0.035,TRUE,0.034,0,0.056,0,0,
9396,CREATE_DELETE,UPDATE,DELETE_CREATE,NOOP,[A -> B|C -> D],[A -> B|C -> D],[2; 1; 1; 1],0,0,TRUE,0.045,TRUE,0.042,0,0.077,0,0,
9651,CREATE_DELETE,UPDATE,DELETE_CREATE,NOOP,[A -> B -> C|D],[A -> B -> C|D],[1; 1; 1; 1; 1],0.004,0,TRUE,0.024,TRUE,0.024,0,0.028,0,0,
981,CREATE_DELETE,UPDATE,DELETE_CREATE,NOOP,[A|B -> C|D],[A|B -> C|D],[2; 2; 1],0,0,TRUE,0.146,FALSE,0.023,1,0.195,1,0,
9906,CREATE_DELETE,UPDATE,DELETE_CREATE,NOOP,[A -> B -> C -> D],[A -> B -> C -> D],[1; 1; 1; 1; 1],0,0,TRUE,0.026,TRUE,0.025,0,0.035,0,0,
10162,CREATE_DELETE,UPDATE,DELETE_CREATE,UPDATE,[A -> B -> C|D],[A -> B -> C|D],[2; 1; 1; 1; 1],0.004,0,TRUE,0.044,TRUE,0.044,0,0.08,0,0,
10417,CREATE_DELETE,UPDATE,DELETE_CREATE,UPDATE,[A -> B -> C -> D],[A -> B -> C -> D],[1; 1; 1; 1; 1; 1],0,0,TRUE,0.027,TRUE,0.027,0,0.042,0,0,
1237,CREATE_DELETE,UPDATE,DELETE_CREATE,UPDATE,[B -> A|C -> D],[B -> A|C -> D],[2; 2; 2],0,0,TRUE,0.577,FALSE,0.025,1,0.973,1,0,
1492,CREATE_DELETE,UPDATE,DELETE_CREATE,UPDATE,[A|B -> C|D],[A|B -> C|D],[2; 2; 1; 1],0,0,TRUE,0.243,TRUE,0.244,0,0.378,0,0,
1747,CREATE_DELETE,UPDATE,DELETE_CREATE,UPDATE,[A -> B|C -> D],[A -> B|C -> D],[1; 2; 1; 1; 1],0,0,TRUE,0.071,TRUE,0.071,0,0.129,0,0,
2002,CREATE_DELETE,UPDATE,DELETE_CREATE,UPDATE,[A|B -> C -> D],[A|B -> C -> D],[1; 1; 2; 1; 1],0.004,0,TRUE,0.057,TRUE,0.052,0,0.096,0,0,
217,CREATE_DELETE,UPDATE,DELETE_CREATE,UPDATE,[A|B|C -> D],[A|B|C -> D],[2; 3; 1],0.004,0,TRUE,3.297,TRUE,3.368,0,6.899,0,0,
2257,CREATE_DELETE,UPDATE,DELETE_CREATE,UPDATE,[A|B -> C|D],[A|B -> C|D],[2; 2; 1; 1],0,0,TRUE,0.318,TRUE,0.316,0,0.588,0,0,
2512,CREATE_DELETE,UPDATE,DELETE_CREATE,UPDATE,[A|B -> C -> D],[A|B -> C -> D],[1; 1; 2; 1; 1],0.004,0,TRUE,0.058,TRUE,0.058,0,0.116,0,0,
2767,CREATE_DELETE,UPDATE,DELETE_CREATE,UPDATE,[A|B -> C|D],[A|B -> C|D],[2; 2; 1; 1],0,0,TRUE,0.184,TRUE,0.182,0,0.324,0,0,
3022,CREATE_DELETE,UPDATE,DELETE_CREATE,UPDATE,[A -> B|C -> D],[A -> B|C -> D],[1; 2; 1; 1; 1],0,0,TRUE,0.085,TRUE,0.084,0,0.151,0,0,
3277,CREATE_DELETE,UPDATE,DELETE_CREATE,UPDATE,[A|B -> C|D],[A|B -> C|D],[2; 2; 1; 1],0,0,TRUE,0.182,TRUE,0.185,0,0.337,0,0,
3532,CREATE_DELETE,UPDATE,DELETE_CREATE,UPDATE,[A|B -> C -> D],[A|B -> C -> D],[1; 1; 2; 1; 1],0,0,TRUE,0.059,TRUE,0.057,0,0.111,0,0,
3787,CREATE_DELETE,UPDATE,DELETE_CREATE,UPDATE,[A|B -> C|D],[A|B -> C|D],[2; 2; 1; 1],0,0,TRUE,0.204,TRUE,0.203,0,0.408,0,0,
4042,CREATE_DELETE,UPDATE,DELETE_CREATE,UPDATE,[A|B -> C -> D],[A|B -> C -> D],[1; 1; 2; 1; 1],0,0,TRUE,0.069,TRUE,0.06,0,0.127,0,0,
4297,CREATE_DELETE,UPDATE,DELETE_CREATE,UPDATE,[A|C -> B|D],[A|C -> B|D],[3; 2; 1],0,0,TRUE,2.076,TRUE,2.027,0,3.289,0,0,
4552,CREATE_DELETE,UPDATE,DELETE_CREATE,UPDATE,[A -> B|C -> D],[A -> B|C -> D],[2; 2; 1; 1],0,0,TRUE,0.332,TRUE,0.33,0,0.766,0,0,
472,CREATE_DELETE,UPDATE,DELETE_CREATE,UPDATE,[A|B -> C|D],[A|B -> C|D],[2; 2; 2],0,0,TRUE,0.42,FALSE,0.022,1,0.347,1,0,
4807,CREATE_DELETE,UPDATE,DELETE_CREATE,UPDATE,[A -> B -> C -> D],[A -> B -> C -> D],[1; 1; 1; 1; 1; 1],0,0,TRUE,0.025,TRUE,0.022,0,0.036,0,0,
5062,CREATE_DELETE,UPDATE,DELETE_CREATE,UPDATE,[A -> B -> C|D],[A -> B -> C|D],[2; 1; 1; 1; 1],0.004,0,TRUE,0.037,TRUE,0.038,0,0.069,0,0,
5317,CREATE_DELETE,UPDATE,DELETE_CREATE,UPDATE,[A -> B -> C -> D],[A -> B -> C -> D],[1; 1; 1; 1; 1; 1],0,0.004,TRUE,0.03,TRUE,0.025,0,0.036,0,0,
5572,CREATE_DELETE,UPDATE,DELETE_CREATE,UPDATE,[A|C -> B|D],[A|C -> B|D],[3; 2; 1],0,0,TRUE,1.549,TRUE,1.532,0,2.865,0,0,
5827,CREATE_DELETE,UPDATE,DELETE_CREATE,UPDATE,[A -> B|C -> D],[A -> B|C -> D],[2; 2; 1; 1],0,0,TRUE,0.438,TRUE,0.419,0,0.934,0,0,
6082,CREATE_DELETE,UPDATE,DELETE_CREATE,UPDATE,[A -> B -> C|D],[A -> B -> C|D],[2; 1; 1; 1; 1],0,0,TRUE,0.052,TRUE,0.052,0,0.093,0,0,
6337,CREATE_DELETE,UPDATE,DELETE_CREATE,UPDATE,[A -> B -> C -> D],[A -> B -> C -> D],[1; 1; 1; 1; 1; 1],0,0,TRUE,0.025,TRUE,0.026,0,0.038,0,0,
6592,CREATE_DELETE,UPDATE,DELETE_CREATE,UPDATE,[A -> B -> C|D],[A -> B -> C|D],[2; 1; 1; 1; 1],0,0,TRUE,0.041,TRUE,0.041,0,0.081,0,0,
6847,CREATE_DELETE,UPDATE,DELETE_CREATE,UPDATE,[A -> B -> C -> D],[A -> B -> C -> D],[1; 1; 1; 1; 1; 1],0,0,TRUE,0.026,TRUE,0.026,0,0.041,0,0,
7102,CREATE_DELETE,UPDATE,DELETE_CREATE,UPDATE,[A -> C -> B|D],[A -> C -> B|D],[2; 1; 1; 1; 1],0,0,TRUE,0.061,TRUE,0.058,0,0.104,0,0,
727,CREATE_DELETE,UPDATE,DELETE_CREATE,UPDATE,[B -> A|C -> D],[B -> A|C -> D],[2; 2; 2],0,0,TRUE,0.472,FALSE,0.024,1,0.811,1,0,
7357,CREATE_DELETE,UPDATE,DELETE_CREATE,UPDATE,[A -> B -> C|D],[A -> B -> C|D],[2; 1; 1; 1; 1],0,0,TRUE,0.054,TRUE,0.054,0,0.1,0,0,
7612,CREATE_DELETE,UPDATE,DELETE_CREATE,UPDATE,[A -> B|C -> D],[A -> B|C -> D],[1; 2; 1; 1; 1],0,0,TRUE,0.041,TRUE,0.04,0,0.071,0,0,
7867,CREATE_DELETE,UPDATE,DELETE_CREATE,UPDATE,[A -> B -> C -> D],[A -> B -> C -> D],[1; 1; 1; 1; 1; 1],0,0,TRUE,0.028,TRUE,0.024,0,0.038,0,0,
8122,CREATE_DELETE,UPDATE,DELETE_CREATE,UPDATE,[A -> B -> C|D],[A -> B -> C|D],[2; 1; 1; 1; 1],0.004,0,TRUE,0.042,TRUE,0.04,0,0.075,0,0,
8377,CREATE_DELETE,UPDATE,DELETE_CREATE,UPDATE,[A -> B -> C -> D],[A -> B -> C -> D],[1; 1; 1; 1; 1; 1],0,0,TRUE,0.025,TRUE,0.022,0,0.039,0,0,
8632,CREATE_DELETE,UPDATE,DELETE_CREATE,UPDATE,[A -> B|C|D],[A -> B|C|D],[3; 1; 1; 1],0,0,TRUE,0.184,TRUE,0.195,0,0.336,0,0,
8887,CREATE_DELETE,UPDATE,DELETE_CREATE,UPDATE,[A -> C -> B|D],[A -> C -> B|D],[2; 1; 1; 1; 1],0.004,0,TRUE,0.068,TRUE,0.066,0,0.118,0,0,
9142,CREATE_DELETE,UPDATE,DELETE_CREATE,UPDATE,[A -> B -> C|D],[A -> B -> C|D],[2; 1; 1; 1; 1],0,0,TRUE,0.06,TRUE,0.06,0,0.106,0,0,
9397,CREATE_DELETE,UPDATE,DELETE_CREATE,UPDATE,[A -> B|C -> D],[A -> B|C -> D],[1; 2; 1; 1; 1],0,0,TRUE,0.044,TRUE,0.044,0,0.078,0,0,
9652,CREATE_DELETE,UPDATE,DELETE_CREATE,UPDATE,[A -> B -> C|D],[A -> B -> C|D],[2; 1; 1; 1; 1],0,0,TRUE,0.062,TRUE,0.059,0,0.108,0,0,
982,CREATE_DELETE,UPDATE,DELETE_CREATE,UPDATE,[A|B -> C|D],[A|B -> C|D],[2; 2; 2],0.004,0,TRUE,0.555,FALSE,0.023,1,0.762,1,0,
9907,CREATE_DELETE,UPDATE,DELETE_CREATE,UPDATE,[A -> B -> C -> D],[A -> B -> C -> D],[1; 1; 1; 1; 1; 1],0,0,TRUE,0.023,TRUE,0.026,0,0.039,0,0,
