Topology,Number of resources,Principal op,Principal op percentage,Top changes percentage,Mid op,Top op,Bot op,Target graph layers,State graph layers,Schedule stages,Schedule duration,Schedule trans. red. duration,Check NOT UNSTABLE result,Check NOT UNSTABLE duration,Check global STABLE result,Check global STABLE duration,Check deps STABLE result,Check deps STABLE duration,Check Static #Estables,Check Static duration,,,,,,,
butterfly,20,NOOP,0.7,0.8,UPDATE,,,[0|1|2|3|4|5|6|7|8|9 -> 0 -> 0|1|2|3|4|5|6|7|8|9],[0|1|2|3|4|5|6|7|8|9 -> 0 -> 0|1|2|3|4|5|6|7|8|9],[7; 1; 1; 1; 2],0.368,,,,FALSE,3.876,,,9,0,,,,,,,
butterfly,20,DELETE_CREATE,0.4,0.2,CREATE_DELETE,,,[0|1|2|3|4|5|6|7|8|9 -> 0 -> 0|1|2|3|4|5|6|7|8|9],[0|1|2|3|4|5|6|7|8|9 -> 0 -> 0|1|2|3|4|5|6|7|8|9],[7; 1; 10; 4; 1; 3],0.372,,,,,,,,0,0,,,,,,,
butterfly,20,DELETE_CREATE,0.4,0.5,CREATE_DELETE,,,[0|1|2|3|4|5|6|7|8|9 -> 0 -> 0|1|2|3|4|5|6|7|8|9],[0|1|2|3|4|5|6|7|8|9 -> 0 -> 0|1|2|3|4|5|6|7|8|9],[12; 1; 8; 3; 1; 8],0.396,,,,,,,,0,0,,,,,,,
butterfly,20,DELETE_CREATE,0.4,0.8,CREATE_DELETE,,,[0|1|2|3|4|5|6|7|8|9 -> 0 -> 0|1|2|3|4|5|6|7|8|9],[0|1|2|3|4|5|6|7|8|9 -> 0 -> 0|1|2|3|4|5|6|7|8|9],[10; 1; 3; 3; 1; 7],0.38,,,,,,,,0,0,,,,,,,
butterfly,20,DELETE_CREATE,0.4,0.2,DELETE_CREATE,,,[0|1|2|3|4|5|6|7|8|9 -> 0 -> 0|1|2|3|4|5|6|7|8|9],[0|1|2|3|4|5|6|7|8|9 -> 0 -> 0|1|2|3|4|5|6|7|8|9],[9; 1; 10; 2; 1; 3],0.38,,,,,,,,0,0,,,,,,,
butterfly,20,DELETE_CREATE,0.4,0.5,DELETE_CREATE,,,[0|1|2|3|4|5|6|7|8|9 -> 0 -> 0|1|2|3|4|5|6|7|8|9],[0|1|2|3|4|5|6|7|8|9 -> 0 -> 0|1|2|3|4|5|6|7|8|9],[9; 1; 8; 2; 1; 3],0.384,,,,,,,,0,0,,,,,,,
butterfly,20,DELETE_CREATE,0.4,0.8,DELETE_CREATE,,,[0|1|2|3|4|5|6|7|8|9 -> 0 -> 0|1|2|3|4|5|6|7|8|9],[0|1|2|3|4|5|6|7|8|9 -> 0 -> 0|1|2|3|4|5|6|7|8|9],[7; 1; 8; 6; 1; 4],0.388,,,,FALSE,3.968,,,49,0.001,,,,,,,
butterfly,20,DELETE_CREATE,0.4,0.2,NOOP,,,[0|1|2|3|4|5|6|7|8|9 -> 0 -> 0|1|2|3|4|5|6|7|8|9],[0|1|2|3|4|5|6|7|8|9 -> 0 -> 0|1|2|3|4|5|6|7|8|9],[13; 8; 3],0.368,,,,,,,,0,0,,,,,,,
butterfly,20,DELETE_CREATE,0.4,0.5,NOOP,,,[0|1|2|3|4|5|6|7|8|9 -> 0 -> 0|1|2|3|4|5|6|7|8|9],[0|1|2|3|4|5|6|7|8|9 -> 0 -> 0|1|2|3|4|5|6|7|8|9],[17; 4; 8],0.38,,,,,,,,0,0,,,,,,,
butterfly,20,DELETE_CREATE,0.4,0.8,NOOP,,,[0|1|2|3|4|5|6|7|8|9 -> 0 -> 0|1|2|3|4|5|6|7|8|9],[0|1|2|3|4|5|6|7|8|9 -> 0 -> 0|1|2|3|4|5|6|7|8|9],[14; 4; 6],0.368,,,,,,,,0,0,,,,,,,
butterfly,20,DELETE_CREATE,0.4,0.2,UPDATE,,,[0|1|2|3|4|5|6|7|8|9 -> 0 -> 0|1|2|3|4|5|6|7|8|9],[0|1|2|3|4|5|6|7|8|9 -> 0 -> 0|1|2|3|4|5|6|7|8|9],[7; 1; 10; 3; 2],0.372,,,,,,,,0,0,,,,,,,
butterfly,20,DELETE_CREATE,0.4,0.5,UPDATE,,,[0|1|2|3|4|5|6|7|8|9 -> 0 -> 0|1|2|3|4|5|6|7|8|9],[0|1|2|3|4|5|6|7|8|9 -> 0 -> 0|1|2|3|4|5|6|7|8|9],[9; 1; 8; 4; 5],0.372,,,,,,,,0,0,,,,,,,
butterfly,20,DELETE_CREATE,0.4,0.8,UPDATE,,,[0|1|2|3|4|5|6|7|8|9 -> 0 -> 0|1|2|3|4|5|6|7|8|9],[0|1|2|3|4|5|6|7|8|9 -> 0 -> 0|1|2|3|4|5|6|7|8|9],[12; 1; 4; 1; 5],0.38,,,,,,,,0,0,,,,,,,
butterfly,20,DELETE_CREATE,0.7,0.2,CREATE_DELETE,,,[0|1|2|3|4|5|6|7|8|9 -> 0 -> 0|1|2|3|4|5|6|7|8|9],[0|1|2|3|4|5|6|7|8|9 -> 0 -> 0|1|2|3|4|5|6|7|8|9],[10; 1; 11; 3],0.376,,,,,,,,0,0,,,,,,,
butterfly,20,DELETE_CREATE,0.7,0.5,CREATE_DELETE,,,[0|1|2|3|4|5|6|7|8|9 -> 0 -> 0|1|2|3|4|5|6|7|8|9],[0|1|2|3|4|5|6|7|8|9 -> 0 -> 0|1|2|3|4|5|6|7|8|9],[13; 1; 8; 1; 1; 7],0.384,,,,,,,,0,0,,,,,,,
butterfly,20,DELETE_CREATE,0.7,0.8,CREATE_DELETE,,,[0|1|2|3|4|5|6|7|8|9 -> 0 -> 0|1|2|3|4|5|6|7|8|9],[0|1|2|3|4|5|6|7|8|9 -> 0 -> 0|1|2|3|4|5|6|7|8|9],[13; 1; 4; 1; 1; 7],0.368,,,,,,,,0,0,,,,,,,
butterfly,20,DELETE_CREATE,0.7,0.2,DELETE_CREATE,,,[0|1|2|3|4|5|6|7|8|9 -> 0 -> 0|1|2|3|4|5|6|7|8|9],[0|1|2|3|4|5|6|7|8|9 -> 0 -> 0|1|2|3|4|5|6|7|8|9],[9; 1; 3; 3; 1; 10],0.384,,,,FALSE,3.328,,,4,0,,,,,,,
butterfly,20,DELETE_CREATE,0.7,0.5,DELETE_CREATE,,,[0|1|2|3|4|5|6|7|8|9 -> 0 -> 0|1|2|3|4|5|6|7|8|9],[0|1|2|3|4|5|6|7|8|9 -> 0 -> 0|1|2|3|4|5|6|7|8|9],[11; 1; 7; 1; 1; 7],0.38,,,,,,,,0,0,,,,,,,
butterfly,20,DELETE_CREATE,0.7,0.8,DELETE_CREATE,,,[0|1|2|3|4|5|6|7|8|9 -> 0 -> 0|1|2|3|4|5|6|7|8|9],[0|1|2|3|4|5|6|7|8|9 -> 0 -> 0|1|2|3|4|5|6|7|8|9],[5; 1; 10; 9; 1; 4],0.372,,,,FALSE,2.656,,,60,0.001,,,,,,,
butterfly,20,DELETE_CREATE,0.7,0.2,NOOP,,,[0|1|2|3|4|5|6|7|8|9 -> 0 -> 0|1|2|3|4|5|6|7|8|9],[0|1|2|3|4|5|6|7|8|9 -> 0 -> 0|1|2|3|4|5|6|7|8|9],[13; 10; 2],0.372,,,,,,,,0,0,,,,,,,
butterfly,20,DELETE_CREATE,0.7,0.5,NOOP,,,[0|1|2|3|4|5|6|7|8|9 -> 0 -> 0|1|2|3|4|5|6|7|8|9],[0|1|2|3|4|5|6|7|8|9 -> 0 -> 0|1|2|3|4|5|6|7|8|9],[18; 8; 7],0.384,,,,,,,,0,0,,,,,,,
butterfly,20,DELETE_CREATE,0.7,0.8,NOOP,,,[0|1|2|3|4|5|6|7|8|9 -> 0 -> 0|1|2|3|4|5|6|7|8|9],[0|1|2|3|4|5|6|7|8|9 -> 0 -> 0|1|2|3|4|5|6|7|8|9],[7; 13; 7],0.368,,,,FALSE,5.662,,,49,0,,,,,,,
butterfly,20,DELETE_CREATE,0.7,0.2,UPDATE,,,[0|1|2|3|4|5|6|7|8|9 -> 0 -> 0|1|2|3|4|5|6|7|8|9],[0|1|2|3|4|5|6|7|8|9 -> 0 -> 0|1|2|3|4|5|6|7|8|9],[10; 1; 10; 2; 3],0.384,,,,,,,,0,0,,,,,,,
butterfly,20,DELETE_CREATE,0.7,0.5,UPDATE,,,[0|1|2|3|4|5|6|7|8|9 -> 0 -> 0|1|2|3|4|5|6|7|8|9],[0|1|2|3|4|5|6|7|8|9 -> 0 -> 0|1|2|3|4|5|6|7|8|9],[17; 1; 10; 2; 9],0.388,,,,,,,,0,0,,,,,,,
butterfly,20,DELETE_CREATE,0.7,0.8,UPDATE,,,[0|1|2|3|4|5|6|7|8|9 -> 0 -> 0|1|2|3|4|5|6|7|8|9],[0|1|2|3|4|5|6|7|8|9 -> 0 -> 0|1|2|3|4|5|6|7|8|9],[4; 10; 9; 1; 4],0.384,,,,FALSE,3.399,,,72,0.001,,,,,,,
butterfly,20,CREATE_DELETE,0.4,0.2,CREATE_DELETE,,,[0|1|2|3|4|5|6|7|8|9 -> 0 -> 0|1|2|3|4|5|6|7|8|9],[0|1|2|3|4|5|6|7|8|9 -> 0 -> 0|1|2|3|4|5|6|7|8|9],[5; 1; 10; 6; 1; 2],0.368,,,,,,,,0,0,,,,,,,
butterfly,20,CREATE_DELETE,0.4,0.5,CREATE_DELETE,,,[0|1|2|3|4|5|6|7|8|9 -> 0 -> 0|1|2|3|4|5|6|7|8|9],[0|1|2|3|4|5|6|7|8|9 -> 0 -> 0|1|2|3|4|5|6|7|8|9],[10; 1; 9; 6; 1; 6],0.384,,,,,,,,0,0,,,,,,,
butterfly,20,CREATE_DELETE,0.4,0.8,CREATE_DELETE,,,[0|1|2|3|4|5|6|7|8|9 -> 0 -> 0|1|2|3|4|5|6|7|8|9],[0|1|2|3|4|5|6|7|8|9 -> 0 -> 0|1|2|3|4|5|6|7|8|9],[12; 1; 4; 1; 1; 9],0.368,,,,,,,,0,0,,,,,,,
butterfly,20,CREATE_DELETE,0.4,0.2,DELETE_CREATE,,,[0|1|2|3|4|5|6|7|8|9 -> 0 -> 0|1|2|3|4|5|6|7|8|9],[0|1|2|3|4|5|6|7|8|9 -> 0 -> 0|1|2|3|4|5|6|7|8|9],[6; 1; 10; 5; 1; 2],0.38,,,,,,,,0,0,,,,,,,
butterfly,20,CREATE_DELETE,0.4,0.5,DELETE_CREATE,,,[0|1|2|3|4|5|6|7|8|9 -> 0 -> 0|1|2|3|4|5|6|7|8|9],[0|1|2|3|4|5|6|7|8|9 -> 0 -> 0|1|2|3|4|5|6|7|8|9],[8; 1; 9; 7; 1; 6],0.38,,,,,,,,0,0,,,,,,,
butterfly,20,CREATE_DELETE,0.4,0.8,DELETE_CREATE,,,[0|1|2|3|4|5|6|7|8|9 -> 0 -> 0|1|2|3|4|5|6|7|8|9],[0|1|2|3|4|5|6|7|8|9 -> 0 -> 0|1|2|3|4|5|6|7|8|9],[7; 1; 2; 2; 1; 4],0.38,,,,,,,,0,0,,,,,,,
butterfly,20,CREATE_DELETE,0.4,0.2,NOOP,,,[0|1|2|3|4|5|6|7|8|9 -> 0 -> 0|1|2|3|4|5|6|7|8|9],[0|1|2|3|4|5|6|7|8|9 -> 0 -> 0|1|2|3|4|5|6|7|8|9],[13; 7; 3],0.372,,,,,,,,0,0,,,,,,,
butterfly,20,CREATE_DELETE,0.4,0.5,NOOP,,,[0|1|2|3|4|5|6|7|8|9 -> 0 -> 0|1|2|3|4|5|6|7|8|9],[0|1|2|3|4|5|6|7|8|9 -> 0 -> 0|1|2|3|4|5|6|7|8|9],[15; 4; 6],0.392,,,,,,,,0,0,,,,,,,
butterfly,20,CREATE_DELETE,0.4,0.8,NOOP,,,[0|1|2|3|4|5|6|7|8|9 -> 0 -> 0|1|2|3|4|5|6|7|8|9],[0|1|2|3|4|5|6|7|8|9 -> 0 -> 0|1|2|3|4|5|6|7|8|9],[13; 3; 6],0.372,,,,,,,,0,0,,,,,,,
butterfly,20,CREATE_DELETE,0.4,0.2,UPDATE,,,[0|1|2|3|4|5|6|7|8|9 -> 0 -> 0|1|2|3|4|5|6|7|8|9],[0|1|2|3|4|5|6|7|8|9 -> 0 -> 0|1|2|3|4|5|6|7|8|9],[6; 1; 10; 4; 2],0.384,,,,,,,,0,0,,,,,,,
butterfly,20,CREATE_DELETE,0.4,0.5,UPDATE,,,[0|1|2|3|4|5|6|7|8|9 -> 0 -> 0|1|2|3|4|5|6|7|8|9],[0|1|2|3|4|5|6|7|8|9 -> 0 -> 0|1|2|3|4|5|6|7|8|9],[12; 1; 9; 4; 8],0.38,,,,,,,,0,0,,,,,,,
butterfly,20,CREATE_DELETE,0.4,0.8,UPDATE,,,[0|1|2|3|4|5|6|7|8|9 -> 0 -> 0|1|2|3|4|5|6|7|8|9],[0|1|2|3|4|5|6|7|8|9 -> 0 -> 0|1|2|3|4|5|6|7|8|9],[11; 1; 4; 2; 6],0.372,,,,,,,,0,0,,,,,,,
butterfly,20,CREATE_DELETE,0.7,0.2,CREATE_DELETE,,,[0|1|2|3|4|5|6|7|8|9 -> 0 -> 0|1|2|3|4|5|6|7|8|9],[0|1|2|3|4|5|6|7|8|9 -> 0 -> 0|1|2|3|4|5|6|7|8|9],[4; 1; 10; 8; 1; 3],0.368,,,,,,,,0,0,,,,,,,
butterfly,20,CREATE_DELETE,0.7,0.5,CREATE_DELETE,,,[0|1|2|3|4|5|6|7|8|9 -> 0 -> 0|1|2|3|4|5|6|7|8|9],[0|1|2|3|4|5|6|7|8|9 -> 0 -> 0|1|2|3|4|5|6|7|8|9],[11; 1; 10; 8; 1; 9],0.404,,,,,,,,0,0.001,,,,,,,
butterfly,20,CREATE_DELETE,0.7,0.8,CREATE_DELETE,,,[0|1|2|3|4|5|6|7|8|9 -> 0 -> 0|1|2|3|4|5|6|7|8|9],[0|1|2|3|4|5|6|7|8|9 -> 0 -> 0|1|2|3|4|5|6|7|8|9],[11; 1; 4; 3; 1; 10],0.392,,,,,,,,0,0,,,,,,,
butterfly,20,CREATE_DELETE,0.7,0.2,DELETE_CREATE,,,[0|1|2|3|4|5|6|7|8|9 -> 0 -> 0|1|2|3|4|5|6|7|8|9],[0|1|2|3|4|5|6|7|8|9 -> 0 -> 0|1|2|3|4|5|6|7|8|9],[4; 1; 10; 8; 1; 3],0.392,,,,,,,,0,0,,,,,,,
butterfly,20,CREATE_DELETE,0.7,0.5,DELETE_CREATE,,,[0|1|2|3|4|5|6|7|8|9 -> 0 -> 0|1|2|3|4|5|6|7|8|9],[0|1|2|3|4|5|6|7|8|9 -> 0 -> 0|1|2|3|4|5|6|7|8|9],[9; 1; 8; 6; 1; 7],0.372,,,,,,,,0,0,,,,,,,
butterfly,20,CREATE_DELETE,0.7,0.8,DELETE_CREATE,,,[0|1|2|3|4|5|6|7|8|9 -> 0 -> 0|1|2|3|4|5|6|7|8|9],[0|1|2|3|4|5|6|7|8|9 -> 0 -> 0|1|2|3|4|5|6|7|8|9],[10; 1; 4; 4; 1; 7],0.38,,,,,,,,0,0,,,,,,,
butterfly,20,CREATE_DELETE,0.7,0.2,NOOP,,,[0|1|2|3|4|5|6|7|8|9 -> 0 -> 0|1|2|3|4|5|6|7|8|9],[0|1|2|3|4|5|6|7|8|9 -> 0 -> 0|1|2|3|4|5|6|7|8|9],[13; 8; 3],0.368,,,,,,,,0,0,,,,,,,
butterfly,20,CREATE_DELETE,0.7,0.5,NOOP,,,[0|1|2|3|4|5|6|7|8|9 -> 0 -> 0|1|2|3|4|5|6|7|8|9],[0|1|2|3|4|5|6|7|8|9 -> 0 -> 0|1|2|3|4|5|6|7|8|9],[19; 6; 8],0.376,,,,,,,,0,0,,,,,,,
butterfly,20,CREATE_DELETE,0.7,0.8,NOOP,,,[0|1|2|3|4|5|6|7|8|9 -> 0 -> 0|1|2|3|4|5|6|7|8|9],[0|1|2|3|4|5|6|7|8|9 -> 0 -> 0|1|2|3|4|5|6|7|8|9],[14; 4; 9],0.368,,,,,,,,0,0,,,,,,,
butterfly,20,CREATE_DELETE,0.7,0.2,UPDATE,,,[0|1|2|3|4|5|6|7|8|9 -> 0 -> 0|1|2|3|4|5|6|7|8|9],[0|1|2|3|4|5|6|7|8|9 -> 0 -> 0|1|2|3|4|5|6|7|8|9],[7; 1; 10; 6; 3],0.392,,,,,,,,0,0,,,,,,,
butterfly,20,CREATE_DELETE,0.7,0.5,UPDATE,,,[0|1|2|3|4|5|6|7|8|9 -> 0 -> 0|1|2|3|4|5|6|7|8|9],[0|1|2|3|4|5|6|7|8|9 -> 0 -> 0|1|2|3|4|5|6|7|8|9],[9; 1; 9; 8; 7],0.368,,,,,,,,0,0,,,,,,,
butterfly,20,CREATE_DELETE,0.7,0.8,UPDATE,,,[0|1|2|3|4|5|6|7|8|9 -> 0 -> 0|1|2|3|4|5|6|7|8|9],[0|1|2|3|4|5|6|7|8|9 -> 0 -> 0|1|2|3|4|5|6|7|8|9],[11; 1; 4; 3; 7],0.388,,,,,,,,0,0,,,,,,,
butterfly,25,UPDATE,0.4,0.2,CREATE_DELETE,,,[0|1|0|1|2|3|4|5|6|7|8|9 -> 0 -> 0|1|0|1|2|3|4|5|6|7|8|9],[0|1|0|1|2|3|4|5|6|7|8|9 -> 0 -> 0|1|0|1|2|3|4|5|6|7|8|9],[5; 1; 12; 2; 1; 2],1.004,,,,,,,,0,0.001,,,,,,,
butterfly,25,UPDATE,0.4,0.5,CREATE_DELETE,,,[0|1|0|1|2|3|4|5|6|7|8|9 -> 0 -> 0|1|0|1|2|3|4|5|6|7|8|9],[0|1|0|1|2|3|4|5|6|7|8|9 -> 0 -> 0|1|0|1|2|3|4|5|6|7|8|9],[14; 1; 10; 2; 1; 5],0.98,,,,,,,,0,0.001,,,,,,,
butterfly,25,UPDATE,0.4,0.8,CREATE_DELETE,,,[0|1|0|1|2|3|4|5|6|7|8|9 -> 0 -> 0|1|0|1|2|3|4|5|6|7|8|9],[0|1|0|1|2|3|4|5|6|7|8|9 -> 0 -> 0|1|0|1|2|3|4|5|6|7|8|9],[13; 1; 5; 2; 1; 7],0.972,,,,,,,,0,0.001,,,,,,,
butterfly,25,UPDATE,0.4,0.2,DELETE_CREATE,,,[0|1|0|1|2|3|4|5|6|7|8|9 -> 0 -> 0|1|0|1|2|3|4|5|6|7|8|9],[0|1|0|1|2|3|4|5|6|7|8|9 -> 0 -> 0|1|0|1|2|3|4|5|6|7|8|9],[6; 1; 12; 5; 1; 3],1.012,,,,,,,,0,0.001,,,,,,,
butterfly,25,UPDATE,0.4,0.5,DELETE_CREATE,,,[0|1|0|1|2|3|4|5|6|7|8|9 -> 0 -> 0|1|0|1|2|3|4|5|6|7|8|9],[0|1|0|1|2|3|4|5|6|7|8|9 -> 0 -> 0|1|0|1|2|3|4|5|6|7|8|9],[13; 1; 9; 2; 1; 3],1.024,,,,,,,,0,0,,,,,,,
butterfly,25,UPDATE,0.4,0.8,DELETE_CREATE,,,[0|1|0|1|2|3|4|5|6|7|8|9 -> 0 -> 0|1|0|1|2|3|4|5|6|7|8|9],[0|1|0|1|2|3|4|5|6|7|8|9 -> 0 -> 0|1|0|1|2|3|4|5|6|7|8|9],[14; 1; 4; 1; 1; 5],0.98,,,,,,,,0,0.001,,,,,,,
butterfly,25,UPDATE,0.4,0.2,NOOP,,,[0|1|0|1|2|3|4|5|6|7|8|9 -> 0 -> 0|1|0|1|2|3|4|5|6|7|8|9],[0|1|0|1|2|3|4|5|6|7|8|9 -> 0 -> 0|1|0|1|2|3|4|5|6|7|8|9],[16; 7; 3],1.012,,,,,,,,0,0,,,,,,,
butterfly,25,UPDATE,0.4,0.5,NOOP,,,[0|1|0|1|2|3|4|5|6|7|8|9 -> 0 -> 0|1|0|1|2|3|4|5|6|7|8|9],[0|1|0|1|2|3|4|5|6|7|8|9 -> 0 -> 0|1|0|1|2|3|4|5|6|7|8|9],[21; 7; 6],0.964,,,,,,,,0,0.001,,,,,,,
butterfly,25,UPDATE,0.4,0.8,NOOP,,,[0|1|0|1|2|3|4|5|6|7|8|9 -> 0 -> 0|1|0|1|2|3|4|5|6|7|8|9],[0|1|0|1|2|3|4|5|6|7|8|9 -> 0 -> 0|1|0|1|2|3|4|5|6|7|8|9],[17; 5; 5],0.972,,,,,,,,0,0,,,,,,,
butterfly,25,UPDATE,0.4,0.2,UPDATE,,,[0|1|0|1|2|3|4|5|6|7|8|9 -> 0 -> 0|1|0|1|2|3|4|5|6|7|8|9],[0|1|0|1|2|3|4|5|6|7|8|9 -> 0 -> 0|1|0|1|2|3|4|5|6|7|8|9],[5; 1; 12; 3; 2],1.028,,,,,,,,0,0,,,,,,,
butterfly,25,UPDATE,0.4,0.5,UPDATE,,,[0|1|0|1|2|3|4|5|6|7|8|9 -> 0 -> 0|1|0|1|2|3|4|5|6|7|8|9],[0|1|0|1|2|3|4|5|6|7|8|9 -> 0 -> 0|1|0|1|2|3|4|5|6|7|8|9],[12; 1; 11; 2; 3],1.004,,,,,,,,0,0,,,,,,,
butterfly,25,UPDATE,0.4,0.8,UPDATE,,,[0|1|0|1|2|3|4|5|6|7|8|9 -> 0 -> 0|1|0|1|2|3|4|5|6|7|8|9],[0|1|0|1|2|3|4|5|6|7|8|9 -> 0 -> 0|1|0|1|2|3|4|5|6|7|8|9],[13; 4; 1; 1; 4],0.964,,,,FALSE,20.029,,,11,0.001,,,,,,,
butterfly,25,UPDATE,0.7,0.2,CREATE_DELETE,,,[0|1|0|1|2|3|4|5|6|7|8|9 -> 0 -> 0|1|0|1|2|3|4|5|6|7|8|9],[0|1|0|1|2|3|4|5|6|7|8|9 -> 0 -> 0|1|0|1|2|3|4|5|6|7|8|9],[4; 1; 12; 1; 1; 2],0.968,,,,,,,,0,0.001,,,,,,,
butterfly,25,UPDATE,0.7,0.5,CREATE_DELETE,,,[0|1|0|1|2|3|4|5|6|7|8|9 -> 0 -> 0|1|0|1|2|3|4|5|6|7|8|9],[0|1|0|1|2|3|4|5|6|7|8|9 -> 0 -> 0|1|0|1|2|3|4|5|6|7|8|9],[11; 1; 11; 1; 1; 1],0.944,,,,,,,,0,0.001,,,,,,,
butterfly,25,UPDATE,0.7,0.8,CREATE_DELETE,,,[0|1|0|1|2|3|4|5|6|7|8|9 -> 0 -> 0|1|0|1|2|3|4|5|6|7|8|9],[0|1|0|1|2|3|4|5|6|7|8|9 -> 0 -> 0|1|0|1|2|3|4|5|6|7|8|9],[12; 1; 6],0.992,,,,,,,,0,0,,,,,,,
butterfly,25,UPDATE,0.7,0.2,DELETE_CREATE,,,[0|1|0|1|2|3|4|5|6|7|8|9 -> 0 -> 0|1|0|1|2|3|4|5|6|7|8|9],[0|1|0|1|2|3|4|5|6|7|8|9 -> 0 -> 0|1|0|1|2|3|4|5|6|7|8|9],[7; 1; 12; 1; 1],0.996,,,,,,,,0,0,,,,,,,
butterfly,25,UPDATE,0.7,0.5,DELETE_CREATE,,,[0|1|0|1|2|3|4|5|6|7|8|9 -> 0 -> 0|1|0|1|2|3|4|5|6|7|8|9],[0|1|0|1|2|3|4|5|6|7|8|9 -> 0 -> 0|1|0|1|2|3|4|5|6|7|8|9],[13; 1; 11; 2; 1; 1],0.952,,,,,,,,0,0,,,,,,,
butterfly,25,UPDATE,0.7,0.8,DELETE_CREATE,,,[0|1|0|1|2|3|4|5|6|7|8|9 -> 0 -> 0|1|0|1|2|3|4|5|6|7|8|9],[0|1|0|1|2|3|4|5|6|7|8|9 -> 0 -> 0|1|0|1|2|3|4|5|6|7|8|9],[13; 1; 4; 1; 1; 5],0.972,,,,FALSE,18.552,,,20,0.001,,,,,,,
butterfly,25,UPDATE,0.7,0.2,NOOP,,,[0|1|0|1|2|3|4|5|6|7|8|9 -> 0 -> 0|1|0|1|2|3|4|5|6|7|8|9],[0|1|0|1|2|3|4|5|6|7|8|9 -> 0 -> 0|1|0|1|2|3|4|5|6|7|8|9],[16; 4],1,,,,,,,,0,0,,,,,,,
butterfly,25,UPDATE,0.7,0.5,NOOP,,,[0|1|0|1|2|3|4|5|6|7|8|9 -> 0 -> 0|1|0|1|2|3|4|5|6|7|8|9],[0|1|0|1|2|3|4|5|6|7|8|9 -> 0 -> 0|1|0|1|2|3|4|5|6|7|8|9],[21; 2; 2],0.968,,,,,,,,0,0,,,,,,,
butterfly,25,UPDATE,0.7,0.8,NOOP,,,[0|1|0|1|2|3|4|5|6|7|8|9 -> 0 -> 0|1|0|1|2|3|4|5|6|7|8|9],[0|1|0|1|2|3|4|5|6|7|8|9 -> 0 -> 0|1|0|1|2|3|4|5|6|7|8|9],[16; 3],0.964,,,,,,,,0,0,,,,,,,
butterfly,25,UPDATE,0.7,0.2,UPDATE,,,[0|1|0|1|2|3|4|5|6|7|8|9 -> 0 -> 0|1|0|1|2|3|4|5|6|7|8|9],[0|1|0|1|2|3|4|5|6|7|8|9 -> 0 -> 0|1|0|1|2|3|4|5|6|7|8|9],[5; 1; 12; 2; 2],1.004,,,,,,,,0,0.001,,,,,,,
butterfly,25,UPDATE,0.7,0.5,UPDATE,,,[0|1|0|1|2|3|4|5|6|7|8|9 -> 0 -> 0|1|0|1|2|3|4|5|6|7|8|9],[0|1|0|1|2|3|4|5|6|7|8|9 -> 0 -> 0|1|0|1|2|3|4|5|6|7|8|9],[11; 1; 11; 2; 3],0.988,,,,,,,,0,0,,,,,,,
butterfly,25,UPDATE,0.7,0.8,UPDATE,,,[0|1|0|1|2|3|4|5|6|7|8|9 -> 0 -> 0|1|0|1|2|3|4|5|6|7|8|9],[0|1|0|1|2|3|4|5|6|7|8|9 -> 0 -> 0|1|0|1|2|3|4|5|6|7|8|9],[10; 3; 3; 1; 5],1,,,,FALSE,15.917,,,36,0.001,,,,,,,
butterfly,25,NOOP,0.4,0.2,CREATE_DELETE,,,[0|1|0|1|2|3|4|5|6|7|8|9 -> 0 -> 0|1|0|1|2|3|4|5|6|7|8|9],[0|1|0|1|2|3|4|5|6|7|8|9 -> 0 -> 0|1|0|1|2|3|4|5|6|7|8|9],[4; 1; 9; 2; 1; 2],1.008,,,,,,,,0,0.001,,,,,,,
butterfly,25,NOOP,0.4,0.5,CREATE_DELETE,,,[0|1|0|1|2|3|4|5|6|7|8|9 -> 0 -> 0|1|0|1|2|3|4|5|6|7|8|9],[0|1|0|1|2|3|4|5|6|7|8|9 -> 0 -> 0|1|0|1|2|3|4|5|6|7|8|9],[7; 1; 6; 1; 1; 3],0.972,,,,,,,,0,0,,,,,,,
butterfly,25,NOOP,0.4,0.8,CREATE_DELETE,,,[0|1|0|1|2|3|4|5|6|7|8|9 -> 0 -> 0|1|0|1|2|3|4|5|6|7|8|9],[0|1|0|1|2|3|4|5|6|7|8|9 -> 0 -> 0|1|0|1|2|3|4|5|6|7|8|9],[14; 1; 4; 1; 1; 10],0.992,,,,,,,,0,0,,,,,,,
butterfly,25,NOOP,0.4,0.2,DELETE_CREATE,,,[0|1|0|1|2|3|4|5|6|7|8|9 -> 0 -> 0|1|0|1|2|3|4|5|6|7|8|9],[0|1|0|1|2|3|4|5|6|7|8|9 -> 0 -> 0|1|0|1|2|3|4|5|6|7|8|9],[6; 1; 12; 2; 1],0.956,,,,,,,,0,0.001,,,,,,,
butterfly,25,NOOP,0.4,0.5,DELETE_CREATE,,,[0|1|0|1|2|3|4|5|6|7|8|9 -> 0 -> 0|1|0|1|2|3|4|5|6|7|8|9],[0|1|0|1|2|3|4|5|6|7|8|9 -> 0 -> 0|1|0|1|2|3|4|5|6|7|8|9],[13; 1; 9; 2; 1; 6],1.008,,,,,,,,0,0,,,,,,,
