id,A change op,B change op,C change op,D change op,Target graph layers,State graph layers,Schedule stages,Schedule duration,Schedule trans. red. duration,Check NOT UNSTABLE result,Check NOT UNSTABLE duration,Check global STABLE result,Check global STABLE duration,Check deps STABLE result,Check deps STABLE duration,Check Static #Estables,Check Static duration
9,NOOP,DELETE_CREATE,UPDATE,,[A|B -> C],[A|B -> C],[2; 1],0,,TRUE,0.027,TRUE,0.024,0,0.02,0,0
129,NOOP,NOOP,CREATE_DELETE,,[A -> B|C],[A -> B|C],[1; 1],0,,TRUE,0.014,TRUE,0.015,0,0.012,0,0
192,NOOP,NOOP,CREATE_DELETE,,[A -> B -> C],[A -> B -> C],[1; 1],0,,TRUE,0.017,TRUE,0.02,0,0.014,0,0
3,NOOP,NOOP,CREATE_DELETE,,[A|B -> C],[A|B -> C],[1; 1],0,,TRUE,0.017,TRUE,0.016,0,0.014,0,0
66,NOOP,NOOP,CREATE_DELETE,,[A -> B -> C],[A -> B -> C],[1; 1],0,,TRUE,0.016,TRUE,0.017,0,0.014,0,0
128,NOOP,NOOP,DELETE_CREATE,,[A -> B|C],[A -> B|C],[1; 1],0,,TRUE,0.017,FALSE,0.016,2,0.012,1,0
191,NOOP,NOOP,DELETE_CREATE,,[A -> B -> C],[A -> B -> C],[1; 1],0,,TRUE,0.016,FALSE,0.021,4,0.015,2,0
2,NOOP,NOOP,DELETE_CREATE,,[A|B -> C],[A|B -> C],[1; 1],0,,TRUE,0.011,FALSE,0.017,4,0.014,2,0
65,NOOP,NOOP,DELETE_CREATE,,[A -> B -> C],[A -> B -> C],[1; 1],0,,TRUE,0.016,FALSE,0.017,4,0.013,2,0
1,NOOP,NOOP,UPDATE,,[A|B -> C],[A|B -> C],[1],0,,TRUE,0.016,TRUE,0.017,0,0.012,0,0
127,NOOP,NOOP,UPDATE,,[A -> B|C],[A -> B|C],[1],0,,TRUE,0.011,TRUE,0.018,0,0.011,0,0
190,NOOP,NOOP,UPDATE,,[A -> B -> C],[A -> B -> C],[1],0,,TRUE,0.016,TRUE,0.019,0,0.012,0,0
64,NOOP,NOOP,UPDATE,,[A -> B -> C],[A -> B -> C],[1],0.004,,TRUE,0.016,TRUE,0.017,0,0.011,0,0
133,NOOP,UPDATE,CREATE_DELETE,,[A -> B|C],[A -> B|C],[2; 1],0,,TRUE,0.03,TRUE,0.032,0,0.037,0,0
196,NOOP,UPDATE,CREATE_DELETE,,[A -> B -> C],[A -> B -> C],[1; 2],0,,TRUE,0.022,TRUE,0.024,0,0.032,0,0
7,NOOP,UPDATE,CREATE_DELETE,,[A|B -> C],[A|B -> C],[1; 2],0,,TRUE,0.02,TRUE,0.029,0,0.024,0,0
70,NOOP,UPDATE,CREATE_DELETE,,[A -> B -> C],[A -> B -> C],[1; 2],0,,TRUE,0.021,TRUE,0.029,0,0.029,0,0
132,NOOP,UPDATE,DELETE_CREATE,,[A -> B|C],[A -> B|C],[2; 1],0,,TRUE,0.024,FALSE,0.019,2,0.02,1,0
195,NOOP,UPDATE,DELETE_CREATE,,[A -> B -> C],[A -> B -> C],[1; 1; 1],0,,TRUE,0.017,FALSE,0.018,4,0.013,2,0
6,NOOP,UPDATE,DELETE_CREATE,,[A|B -> C],[A|B -> C],[1; 1; 1],0,,TRUE,0.017,FALSE,0.017,4,0.015,2,0
69,NOOP,UPDATE,DELETE_CREATE,,[A -> B -> C],[A -> B -> C],[1; 1; 1],0,,TRUE,0.017,FALSE,0.018,4,0.017,2,0
130,NOOP,UPDATE,NOOP,,[A -> B|C],[A -> B|C],[1],0,,TRUE,0.016,TRUE,0.016,0,0.01,0,0
193,NOOP,UPDATE,NOOP,,[A -> B -> C],[A -> B -> C],[1],0,,TRUE,0.019,TRUE,0.016,0,0.01,0,0
4,NOOP,UPDATE,NOOP,,[A|B -> C],[A|B -> C],[1],0,,TRUE,0.014,TRUE,0.022,0,0,0,0
67,NOOP,UPDATE,NOOP,,[A -> B -> C],[A -> B -> C],[1],0,,TRUE,0.016,TRUE,0.022,0,0.01,0,0
131,NOOP,UPDATE,UPDATE,,[A -> B|C],[A -> B|C],[2],0,,TRUE,0.02,TRUE,0.021,0,0.018,0,0
194,NOOP,UPDATE,UPDATE,,[A -> B -> C],[A -> B -> C],[1; 1],0,,TRUE,0.016,TRUE,0.017,0,0.014,0,0
5,NOOP,UPDATE,UPDATE,,[A|B -> C],[A|B -> C],[1; 1],0,,TRUE,0.022,TRUE,0.018,0,0.012,0,0
68,NOOP,UPDATE,UPDATE,,[A -> B -> C],[A -> B -> C],[1; 1],0,,TRUE,0.016,TRUE,0.04,0,0.013,0,0
157,UPDATE,CREATE_DELETE,CREATE_DELETE,,[A -> B|C],[A -> B|C],[2; 3],0,,TRUE,0.871,TRUE,1.101,0,2.205,0,0
220,UPDATE,CREATE_DELETE,CREATE_DELETE,,[A -> B -> C],[A -> B -> C],[1; 1; 2; 1],0.004,,TRUE,0.034,TRUE,0.046,0,0.091,0,0
31,UPDATE,CREATE_DELETE,CREATE_DELETE,,[A|B -> C],[A|B -> C],[1; 2; 1; 1],0,,TRUE,0.056,TRUE,0.058,0,0.119,0,0
94,UPDATE,CREATE_DELETE,CREATE_DELETE,,[A -> B -> C],[A -> B -> C],[1; 1; 2; 1],0,,TRUE,0.041,TRUE,0.036,0,0.091,0,0
156,UPDATE,CREATE_DELETE,DELETE_CREATE,,[A -> B|C],[A -> B|C],[2; 2; 1],0,,TRUE,0.221,FALSE,0.017,2,0.293,1,0
219,UPDATE,CREATE_DELETE,DELETE_CREATE,,[A -> B -> C],[A -> B -> C],[1; 1; 2; 1],0,,TRUE,0.037,TRUE,0.041,0,0.1,0,0
30,UPDATE,CREATE_DELETE,DELETE_CREATE,,[A|B -> C],[A|B -> C],[1; 2; 1; 1],0,,TRUE,0.056,TRUE,0.09,0,0.119,0,0
93,UPDATE,CREATE_DELETE,DELETE_CREATE,,[A -> B -> C],[A -> B -> C],[1; 1; 2; 1],0,,TRUE,0.035,TRUE,0.037,0,0.091,0,0
154,UPDATE,CREATE_DELETE,NOOP,,[A -> B|C],[A -> B|C],[1; 2],0.004,,TRUE,0.022,TRUE,0.024,0,0.021,0,0
217,UPDATE,CREATE_DELETE,NOOP,,[A -> B -> C],[A -> B -> C],[1; 2],0,,TRUE,0.024,TRUE,0.022,0,0.018,0,0
28,UPDATE,CREATE_DELETE,NOOP,,[A|B -> C],[A|B -> C],[2; 1],0,,TRUE,0.033,TRUE,0.031,0,0,0,0
91,UPDATE,CREATE_DELETE,NOOP,,[A -> B -> C],[A -> B -> C],[1; 2],0,,TRUE,0.022,TRUE,0.022,0,0.018,0,0
155,UPDATE,CREATE_DELETE,UPDATE,,[A -> B|C],[A -> B|C],[2; 2],0.004,,TRUE,0.082,TRUE,0.072,0,0.122,0,0
218,UPDATE,CREATE_DELETE,UPDATE,,[A -> B -> C],[A -> B -> C],[1; 1; 2],0,,TRUE,0.023,TRUE,0.022,0,0.031,0,0
29,UPDATE,CREATE_DELETE,UPDATE,,[A|B -> C],[A|B -> C],[1; 2; 1],0,,TRUE,0.035,TRUE,0.031,0,0.035,0,0
92,UPDATE,CREATE_DELETE,UPDATE,,[A -> B -> C],[A -> B -> C],[1; 1; 2],0,,TRUE,0.022,TRUE,0.023,0,0.03,0,0
153,UPDATE,DELETE_CREATE,CREATE_DELETE,,[A -> B|C],[A -> B|C],[2; 2; 1],0,,TRUE,0.227,FALSE,0.018,2,0.293,1,0
216,UPDATE,DELETE_CREATE,CREATE_DELETE,,[A -> B -> C],[A -> B -> C],[2; 2; 1],0,,TRUE,0.124,FALSE,0.026,2,0.287,1,0
27,UPDATE,DELETE_CREATE,CREATE_DELETE,,[A|B -> C],[A|B -> C],[2; 3],0,,TRUE,0.674,TRUE,0.72,0,1.655,0,0
90,UPDATE,DELETE_CREATE,CREATE_DELETE,,[A -> B -> C],[A -> B -> C],[2; 2; 1],0,,TRUE,0.12,FALSE,0.018,2,0.281,1,0
152,UPDATE,DELETE_CREATE,DELETE_CREATE,,[A -> B|C],[A -> B|C],[2; 2; 1],0,,TRUE,0.117,FALSE,0.02,4,0.019,2,0
215,UPDATE,DELETE_CREATE,DELETE_CREATE,,[A -> B -> C],[A -> B -> C],[1; 1; 1; 1; 1],0,,TRUE,0.019,FALSE,0.031,4,0.023,2,0
26,UPDATE,DELETE_CREATE,DELETE_CREATE,,[A|B -> C],[A|B -> C],[1; 1; 1; 2],0,,TRUE,0.021,FALSE,0.018,2,0.024,1,0
89,UPDATE,DELETE_CREATE,DELETE_CREATE,,[A -> B -> C],[A -> B -> C],[1; 1; 1; 1; 1],0,,TRUE,0.018,FALSE,0.018,4,0.022,2,0
150,UPDATE,DELETE_CREATE,NOOP,,[A -> B|C],[A -> B|C],[1; 1; 1],0,,TRUE,0.018,FALSE,0.018,2,0.013,1,0
213,UPDATE,DELETE_CREATE,NOOP,,[A -> B -> C],[A -> B -> C],[1; 1; 1],0,,TRUE,0.017,FALSE,0.017,2,0.013,1,0
24,UPDATE,DELETE_CREATE,NOOP,,[A|B -> C],[A|B -> C],[2; 1],0,,TRUE,0.03,TRUE,0.038,0,0,0,0
87,UPDATE,DELETE_CREATE,NOOP,,[A -> B -> C],[A -> B -> C],[1; 1; 1],0,,TRUE,0.019,FALSE,0.016,2,0.02,1,0
151,UPDATE,DELETE_CREATE,UPDATE,,[A -> B|C],[A -> B|C],[2; 1; 1],0,,TRUE,0.039,FALSE,0.017,2,0.027,1,0
214,UPDATE,DELETE_CREATE,UPDATE,,[A -> B -> C],[A -> B -> C],[2; 1; 1],0,,TRUE,0.042,FALSE,0.017,2,0.03,1,0
25,UPDATE,DELETE_CREATE,UPDATE,,[A|B -> C],[A|B -> C],[2; 2],0,,TRUE,0.068,TRUE,0.065,0,0.075,0,0
88,UPDATE,DELETE_CREATE,UPDATE,,[A -> B -> C],[A -> B -> C],[2; 1; 1],0,,TRUE,0.032,FALSE,0.018,2,0.028,1,0
145,UPDATE,NOOP,CREATE_DELETE,,[A -> B|C],[A -> B|C],[1; 2],0,,TRUE,0.025,TRUE,0.021,0,0.019,0,0
19,UPDATE,NOOP,CREATE_DELETE,,[A|B -> C],[A|B -> C],[1; 2],0,,TRUE,0.021,TRUE,0.021,0,0.027,0,0
208,UPDATE,NOOP,CREATE_DELETE,,[A -> B -> C],[A -> B -> C],[1; 2],0,,TRUE,0.022,TRUE,0.022,0,0.028,0,0
82,UPDATE,NOOP,CREATE_DELETE,,[A -> B -> C],[A -> B -> C],[2; 1],0,,TRUE,0.031,TRUE,0.028,0,0.053,0,0
144,UPDATE,NOOP,DELETE_CREATE,,[A -> B|C],[A -> B|C],[1; 1; 1],0,,TRUE,0.016,FALSE,0.016,2,0.013,1,0
18,UPDATE,NOOP,DELETE_CREATE,,[A|B -> C],[A|B -> C],[1; 1; 1],0,,TRUE,0.016,FALSE,0.017,4,0.016,2,0
207,UPDATE,NOOP,DELETE_CREATE,,[A -> B -> C],[A -> B -> C],[1; 1; 1],0,,TRUE,0.022,FALSE,0.017,4,0.016,2,0
81,UPDATE,NOOP,DELETE_CREATE,,[A -> B -> C],[A -> B -> C],[2; 1],0,,TRUE,0.047,FALSE,0.018,4,0.017,2,0
142,UPDATE,NOOP,NOOP,,[A -> B|C],[A -> B|C],[1],0,,TRUE,0.017,TRUE,0.018,0,0,0,0
16,UPDATE,NOOP,NOOP,,[A|B -> C],[A|B -> C],[1],0,,TRUE,0.016,TRUE,0.015,0,0,0,0
205,UPDATE,NOOP,NOOP,,[A -> B -> C],[A -> B -> C],[1],0,,TRUE,0.017,TRUE,0.016,0,0,0,0
79,UPDATE,NOOP,NOOP,,[A -> B -> C],[A -> B -> C],[1],0,,TRUE,0.017,TRUE,0.016,0,0,0,0
143,UPDATE,NOOP,UPDATE,,[A -> B|C],[A -> B|C],[1; 1],0,,TRUE,0.017,TRUE,0.017,0,0.011,0,0
17,UPDATE,NOOP,UPDATE,,[A|B -> C],[A|B -> C],[1; 1],0,,TRUE,0.017,TRUE,0.017,0,0.011,0,0
206,UPDATE,NOOP,UPDATE,,[A -> B -> C],[A -> B -> C],[1; 1],0,,TRUE,0.018,TRUE,0.017,0,0.014,0,0
80,UPDATE,NOOP,UPDATE,,[A -> B -> C],[A -> B -> C],[2],0,,TRUE,0.033,TRUE,0.02,0,0.022,0,0
149,UPDATE,UPDATE,CREATE_DELETE,,[A -> B|C],[A -> B|C],[2; 2],0,,TRUE,0.074,TRUE,0.077,0,0.12,0,0
212,UPDATE,UPDATE,CREATE_DELETE,,[A -> B -> C],[A -> B -> C],[1; 2; 1],0.004,,TRUE,0.035,TRUE,0.033,0,0.068,0,0
23,UPDATE,UPDATE,CREATE_DELETE,,[A|B -> C],[A|B -> C],[1; 3],0,,TRUE,0.099,TRUE,0.095,0,0.217,0,0
86,UPDATE,UPDATE,CREATE_DELETE,,[A -> B -> C],[A -> B -> C],[1; 2; 1],0,,TRUE,0.034,TRUE,0.032,0,0.067,0,0
148,UPDATE,UPDATE,DELETE_CREATE,,[A -> B|C],[A -> B|C],[2; 1; 1],0,,TRUE,0.037,FALSE,0.017,2,0.028,1,0
211,UPDATE,UPDATE,DELETE_CREATE,,[A -> B -> C],[A -> B -> C],[1; 1; 1; 1],0,,TRUE,0.018,FALSE,0.017,4,0.019,2,0
22,UPDATE,UPDATE,DELETE_CREATE,,[A|B -> C],[A|B -> C],[1; 1; 2],0,,TRUE,0.026,FALSE,0.017,4,0.017,2,0
85,UPDATE,UPDATE,DELETE_CREATE,,[A -> B -> C],[A -> B -> C],[1; 1; 1; 1],0.004,,TRUE,0.013,FALSE,0.017,4,0.025,2,0
146,UPDATE,UPDATE,NOOP,,[A -> B|C],[A -> B|C],[1; 1],0,,TRUE,0.017,TRUE,0.016,0,0.011,0,0
20,UPDATE,UPDATE,NOOP,,[A|B -> C],[A|B -> C],[2],0,,TRUE,0.02,TRUE,0.019,0,0,0,0
209,UPDATE,UPDATE,NOOP,,[A -> B -> C],[A -> B -> C],[1; 1],0,,TRUE,0.015,TRUE,0.016,0,0.011,0,0
83,UPDATE,UPDATE,NOOP,,[A -> B -> C],[A -> B -> C],[1; 1],0,,TRUE,0.016,TRUE,0.014,0,0.011,0,0
147,UPDATE,UPDATE,UPDATE,,[A -> B|C],[A -> B|C],[2; 1],0,,TRUE,0.022,TRUE,0.023,0,0.02,0,0
21,UPDATE,UPDATE,UPDATE,,[A|B -> C],[A|B -> C],[1; 2],0,,TRUE,0.019,TRUE,0.012,0,0.01,0,0
210,UPDATE,UPDATE,UPDATE,,[A -> B -> C],[A -> B -> C],[1; 1; 1],0,,TRUE,0.017,TRUE,0.017,0,0.014,0,0
84,UPDATE,UPDATE,UPDATE,,[A -> B -> C],[A -> B -> C],[1; 1; 1],0,,TRUE,0.01,TRUE,0.017,0,0.008,0,0
